0.20582,-2.1604
0.20165,-2.0604
0.19758,-1.9604
0.19358,-1.8604
0.18968,-1.7604
0.18586,-1.6605
0.18212,-1.5605
0.17846,-1.4605
0.17488,-1.3605
0.17138,-1.2605
0.16795,-1.1605
0.1646,-1.0606
0.16131,-0.96057
0.15809,-0.86059
0.15495,-0.76061
0.15186,-0.66062
0.14885,-0.56064
0.14589,-0.46065
0.143,-0.36067
0.14016,-0.26069
0.13739,-0.1607
0.13467,-0.060719
0.13201,0.039265
0.1294,0.13925
0.12685,0.23923
0.12435,0.33922
0.12189,0.4392
0.11949,0.53918
0.11714,0.63917
0.11483,0.73915
0.11257,0.83913
0.11035,0.93912
0.10818,1.0391
0.10605,1.1391
0.10397,1.2391
0.10192,1.3391
0.099913,1.439
0.097945,1.539
0.096015,1.639
0.094123,1.739
0.092266,1.839
0.090445,1.939
0.088658,2.0389
0.086905,2.1389
0.085184,2.2389
0.083495,2.3389
0.081837,2.4389
0.08021,2.5389
0.078612,2.6389
0.077042,2.7389
0.075501,2.8389
0.073986,2.9389
0.072498,3.0389
0.071035,3.1389
0.069597,3.2389
0.068183,3.3389
0.066792,3.4389
0.065423,3.5389
0.064075,3.639
0.062748,3.739
0.06144,3.8391
0.06015,3.9391
0.058878,4.0392
0.057621,4.1394
0.056379,4.2395
0.05515,4.3397
0.053931,4.44
0.052721,4.5405
0.051516,4.641
0.05031,4.7418
0.049099,4.8431
0.047862,4.9457
0.046152,5.0846
0.041327,5.3944
0.040177,5.3676
0.039949,5.2872
0.039997,5.1964
0.040179,5.1017
0.040446,5.0052
0.040772,4.9077
0.041144,4.8097
0.041555,4.7112
0.042,4.6124
0.042474,4.5134
0.042976,4.4142
0.043504,4.315
0.044056,4.2156
0.044632,4.1161
0.045232,4.0166
0.045854,3.9171
0.046499,3.8175
0.047166,3.7178
0.047856,3.6182
0.048569,3.5185
0.049304,3.4187
0.050062,3.319
0.050844,3.2192
0.051649,3.1194
0.052479,3.0196
0.053333,2.9198
0.054212,2.82
0.055118,2.72
0.056052,2.6198
0.057012,2.5197
0.058,2.4195
0.059016,2.3194
0.060061,2.2193
0.061136,2.1191
0.06224,2.019
0.063376,1.9189
0.064544,1.8188
0.065745,1.7187
0.06698,1.6186
0.068249,1.5185
0.069555,1.4184
0.070898,1.3183
0.072278,1.2183
0.073698,1.1182
0.075159,1.0181
0.076661,0.91806
0.078206,0.818
0.079796,0.71794
0.081431,0.61789
0.083114,0.51784
0.084845,0.4178
0.086627,0.31776
0.088461,0.21773
0.090349,0.1177
0.092292,0.017676
0.094292,-0.082341
0.096352,-0.18235
0.098473,-0.28235
0.10066,-0.38234
0.10291,-0.48232
0.10522,-0.58229
0.10761,-0.68223
0.11007,-0.78215
0.1126,-0.88204
0.11521,-0.98188
0.1179,-1.0817
0.12067,-1.1813
0.12352,-1.2808
0.12644,-1.3798
0.12942,-1.4778
0.13094,-1.5266
0.13167,-1.5497
0.13234,-1.5708
0.1327,-1.5821
0.13297,-1.5906
0.13307,-1.5935
0.13329,-1.6006
0.13386,-1.6181
0.13454,-1.6391
0.13536,-1.6643
0.13636,-1.6946
0.13757,-1.7311
0.13905,-1.7749
0.14085,-1.8275
0.14306,-1.8908
0.14578,-1.9668
0.14914,-2.0584
0.15293,-2.1586
0.15685,-2.2588
0.1609,-2.359
0.16509,-2.4592
0.16942,-2.5594
0.17389,-2.6596
0.17851,-2.7598
0.1833,-2.8599
0.18824,-2.96
0.19336,-3.0602
0.19865,-3.1603
0.20413,-3.2604
0.20979,-3.3605
0.21566,-3.4606
0.22173,-3.5607
0.22802,-3.6608
0.23454,-3.7608
0.24128,-3.8609
0.24827,-3.961
0.25552,-4.061
0.26302,-4.1611
0.27081,-4.2612
0.27887,-4.3612
0.28724,-4.4613
0.29592,-4.5613
0.30493,-4.6613
0.31427,-4.7614
0.32397,-4.8614
0.33404,-4.9614
0.34442,-5.0608
0.3548,-5.1565
0.36516,-5.2488
0.37552,-5.3378
0.38586,-5.4237
0.39619,-5.5069
0.40651,-5.5873
0.41682,-5.6652
